# WASP-39b Native Resolution Transmission Spectrum
# Created by: Catriona Murray
# Stellar spectra by: Adina Feinstein
# Created on: 2022-09-07 19:57:39.766907
#wave,wave_err,dppm,dppm_err,order,quality
0.8754282110649052,0.002224910284743309,21245.742202746,70.32235303642165,1.0,0
0.8798808806146121,0.0022277127439718214,21013.419320076,69.14300326339858,1.0,0
0.8843392935748617,0.0022305670286068002,21137.288880654,67.70252448770448,1.0,0
0.8888033609412,0.0022333957792002312,21313.224861938,66.63296663688322,1.0,0
0.8932730771821144,0.002236189278134071,21399.742285954,66.51149708943933,1.0,0
0.8977483535757379,0.0022389808788219057,21192.322308103998,64.66671017959195,1.0,0
0.9022291857569398,0.002241722408469815,21229.226041246002,65.00874046690981,1.0,0
0.9067154880474334,0.0022444712286008306,21273.390577696002,62.78554734058988,1.0,0
0.9112072461905752,0.0022471625168424825,21254.168798566003,63.22576445263378,1.0,0
0.9157043883790911,0.0022498684323237206,21249.267475877998,59.924134564987774,1.0,0
0.9202068906654606,0.002252513222256114,21320.765207862,63.21635757992165,1.0,0
0.9247146871338805,0.002255173829498358,21371.110203766002,61.019502411517614,1.0,0
0.9292277536703004,0.002257776125775268,21495.287590332002,60.1567209538513,1.0,0
0.9337460185624338,0.0022603841989597417,21415.773978024,59.717262053309625,1.0,0
0.938269468426058,0.002262947928282133,21319.347712564,59.91051368649319,1.0,0
0.9427980206351785,0.0022655076589108702,21324.57714011,58.95703535191059,1.0,0
0.9473316750171981,0.002268032293745059,21491.491399889997,57.47749277008114,1.0,0
0.9518703383713829,0.0022705366133447535,21333.624357652,57.31142257045352,1.0,0
0.9564140125965542,0.0022730287146636163,21301.104270412,56.779154483351306,1.0,0
0.960962613586069,0.002275482324111122,21431.888374586,57.15236138520895,1.0,0
0.9655161297845056,0.0022779303428223097,21218.623880832,56.97826314884268,1.0,0
0.9700744940115594,0.0022803370703745607,21245.39546602,54.63226544381454,1.0,0
0.9746376764394347,0.002282745693701016,21145.995361658,54.707920159959905,1.0,0
0.9792056311954633,0.002285102483188639,21138.99741679,56.18459416300779,1.0,0
0.9839613968257975,0.0027452547813678896,21122.055722766,53.83167129023205,1.0,0
0.9890426949376252,0.002290258229049269,21087.161076095,59.27786425237307,1.0,0
0.9938546205108689,0.0022925702134736214,21194.418145782,52.70886163244156,1.0,0
0.9984421443095609,0.0022948571505403415,21005.879150158,52.353654218744126,1.0,0
1.0030342004301995,0.0022971134244333946,21141.054144324,52.215981153891335,1.0,0
1.0076307700997875,0.0022993631893735156,21157.609768982,52.09765483124503,1.0,0
1.0122318071700145,0.0023015751271390217,21025.710869532,51.84872435074103,1.0,0
1.0168372537000132,0.002303783758095479,21145.147736182,51.03851736717239,1.0,0
1.0214470937067097,0.0023059657871449257,20926.744811104003,49.860342903535965,1.0,0
1.0260612608277377,0.002308116955693551,21051.890172855998,50.56259251775396,1.0,0
1.03067972847766,0.0023102609888057124,21075.489697556,50.952767574769155,1.0,0
1.0353024618553484,0.002312378545799798,21044.66859146,50.4904500099862,1.0,0
1.0399293936435976,0.0023144745120199373,20946.59412707,50.14083511674213,1.0,0
1.0445605120698138,0.0023165580142572306,20994.317984857997,49.82107880045295,1.0,0
1.049195768069239,0.002318605514249228,21010.355242069996,48.44244215763565,1.0,0
1.053835106273855,0.0023206487644885643,21090.830339374,44.59045827808283,1.0,0
1.0584785102044727,0.0023226731655694444,21161.538984694,49.39755658238718,1.0,0
1.0631259221722629,0.0023246561477485717,20937.074315104,49.16536318609252,1.0,0
1.0677773073856398,0.0023266426055792433,21035.587735862,49.015109032360265,1.0,0
1.0724326385660476,0.0023286056615900996,20959.303465532,48.69586442426871,1.0,0
1.077091853966596,0.0023305340732697744,20999.127762208,47.805646763973144,1.0,0
1.0817549301810536,0.0023324563705122703,21363.617804938003,49.68582198708427,1.0,0
1.0864218310528497,0.00233436334075543,21219.115600507997,49.4051607974907,1.0,0
1.0910925029737961,0.002336232569203678,21096.383181340003,49.39476160557699,1.0,0
1.0957669180038823,0.0023381007203711057,21100.546420270002,48.57232204801631,1.0,0
1.1004450433873996,0.0023399474139979004,21155.810315161998,47.74145721036994,1.0,0
1.1051268255823734,0.002341757959219315,21404.113574741998,48.1335722152793,1.0,0
1.1098122363437484,0.002343574459982789,21284.057226456003,47.59735465896814,1.0,0
1.1145012420221847,0.0023453619579596463,21416.140999381998,49.14402080930144,1.0,0
1.1191937992986887,0.002347118827211503,21422.488123982,48.00970786886414,1.0,0
1.1238898628371494,0.002348874387469224,21217.184535885997,47.46486851730902,1.0,0
1.1290596200583214,0.0028209396113391128,21333.708348628334,43.49065932294684,1.0,0
1.1347040284842504,0.002823389464327253,21508.905803255,43.72113123897284,1.0,0
1.1403533157375563,0.0028258248677792697,21289.683619001666,42.326484869097314,1.0,0
1.146007432469641,0.0028282259021030765,21334.134087465,43.86579942014354,1.0,0
1.1516663135545258,0.002830578148362073,21416.213094291663,43.01655087874105,1.0,0
1.1573298863363142,0.0028329230737875744,21230.49805559667,43.395009525344285,1.0,0
1.1629981042589563,0.0028352286657745696,21270.198804858337,43.83538485189365,1.0,0
1.168670896940691,0.002837494790761008,21412.493657178333,43.14696984682976,1.0,0
1.1743482009984303,0.0028397423743958816,21203.586408499996,43.82273285885668,1.0,0
1.1800299656268125,0.002841959315112108,21343.151374771667,43.46863336037945,1.0,0
1.1857161278392052,0.00284413450906551,21186.188158138335,44.19858819490355,1.0,0
1.1914066181187015,0.002846293385836085,21134.292096038334,43.4270758648544,1.0,0
1.1971013902842909,0.0028484167492465184,21157.86850602667,44.61132025421613,1.0,0
1.2028003869360273,0.00285051171277817,21315.093942221665,44.31389782312521,1.0,0
