500.0000	1.259318
250.0000	1.259220
166.6667	1.260237
125.0000	1.261035
100.0000	1.261551
083.3333	1.262015
071.4286	1.262270
062.5000	1.262522
055.5556	1.262728
050.0000	1.262923
045.4545	1.262929
041.6667	1.262972
038.4615	1.263031
035.7143	1.263240
033.3333	1.263034
031.2500	1.262937
029.4118	1.262827
027.7778	1.262773
026.3158	1.262807
025.0000	1.262906
023.8095	1.262796
022.7273	1.262703
021.7391	1.262824
020.8333	1.262682
020.0000	1.262688
019.2308	1.262720
018.5185	1.262780
017.8571	1.262572
017.2414	1.262692
016.6667	1.262620
016.1290	1.262544
015.6250	1.262498
015.1515	1.262434
014.7059	1.262446
014.2857	1.262203
013.8889	1.262068
013.5135	1.261954
013.1579	1.261736
012.8205	1.261643
012.5000	1.261611
012.1951	1.261256
011.9048	1.261313
011.6279	1.261265
011.3636	1.260949
011.1111	1.261115
010.8696	1.260864
010.6383	1.260889
010.4167	1.260857
010.2041	1.260637
010.0000	1.260774
009.8039	1.260838
009.6154	1.261037
009.4340	1.261266
009.2593	1.261404
009.0909	1.261515
008.9286	1.261810
008.7719	1.262226
008.6207	1.262201
008.4746	1.262461
008.3333	1.262822
008.1967	1.262785
008.0645	1.262752
007.9365	1.262951
007.8125	1.262778
007.6923	1.262874
007.5758	1.262999
007.4627	1.262915
007.3529	1.263056
007.2464	1.263127
007.1429	1.263189
007.0423	1.263350
006.9444	1.263345
006.8493	1.263764
006.7568	1.263619
006.6667	1.263849
006.5789	1.263616
006.4935	1.262963
006.4103	1.261911
006.3291	1.261478
006.2500	1.261586
006.1728	1.261813
006.0976	1.261962
006.0241	1.262292
005.9524	1.262470
005.8824	1.262662
005.8140	1.262686
005.7471	1.262696
005.6818	1.262817
005.6180	1.262629
005.5556	1.262854
005.4945	1.262565
005.4348	1.262674
005.3763	1.262493
005.3191	1.262362
005.2632	1.262432
005.2083	1.262487
005.1546	1.262427
005.1020	1.262305
005.0505	1.262239
005.0000	1.262315
004.9505	1.262375
004.9020	1.262253
004.8544	1.262155
004.8077	1.262217
004.7619	1.262219
004.7170	1.262130
004.6729	1.262023
004.6296	1.262239
004.5872	1.262218
004.5455	1.262317
004.5045	1.262440
004.4643	1.262465
004.4248	1.262545
004.3860	1.262354
004.3478	1.262163
004.3103	1.262035
