000.6250	1.1833E-28
000.6258	1.2236E-28
000.6266	1.2646E-28
000.6274	1.3064E-28
000.6281	1.3490E-28
000.6289	1.3923E-28
000.6297	1.4365E-28
000.6305	1.4814E-28
000.6313	1.5271E-28
000.6321	1.5734E-28
000.6329	1.6208E-28
000.6337	1.6688E-28
000.6345	1.7177E-28
000.6353	1.7675E-28
000.6361	1.8179E-28
000.6369	1.8692E-28
000.6378	1.9212E-28
000.6386	1.9741E-28
000.6394	2.0280E-28
000.6402	2.0827E-28
000.6410	2.1380E-28
000.6418	2.1944E-28
000.6427	2.2515E-28
000.6435	2.3094E-28
000.6443	2.3678E-28
000.6452	2.4277E-28
000.6460	2.4877E-28
000.6468	2.5485E-28
000.6477	2.6113E-28
000.6485	2.6742E-28
000.6494	2.7389E-28
000.6502	2.8047E-28
000.6510	2.8710E-28
000.6519	2.9361E-28
000.6527	3.0051E-28
000.6536	3.0743E-28
000.6545	3.1449E-28
000.6553	3.2155E-28
000.6562	3.2870E-28
000.6570	3.3591E-28
000.6579	3.4334E-28
000.6588	3.5078E-28
000.6596	3.5843E-28
000.6605	3.6609E-28
000.6614	3.7388E-28
000.6623	3.8174E-28
000.6631	3.8968E-28
000.6640	3.9782E-28
000.6649	4.0598E-28
000.6658	4.1432E-28
000.6667	4.2264E-28
000.6676	4.3123E-28
000.6684	4.3983E-28
000.6693	4.4853E-28
000.6702	4.5736E-28
000.6711	4.6627E-28
000.6720	4.7535E-28
000.6729	4.8439E-28
000.6739	4.9370E-28
000.6748	5.0300E-28
000.6757	5.1250E-28
000.6766	5.2204E-28
000.6775	5.3168E-28
000.6784	5.4141E-28
000.6793	5.5132E-28
000.6803	5.6129E-28
000.6812	5.7140E-28
000.6821	5.8152E-28
000.6831	5.9191E-28
000.6840	6.0231E-28
000.6849	6.1280E-28
000.6859	6.2337E-28
000.6868	6.3397E-28
000.6878	6.4473E-28
000.6887	6.5557E-28
000.6897	6.6642E-28
000.6906	6.7730E-28
000.6916	6.8763E-28
000.6925	6.9348E-28
000.6935	7.0878E-28
000.6944	7.2091E-28
000.6954	7.3252E-28
000.6964	7.4370E-28
000.6974	7.5572E-28
000.6983	7.6733E-28
000.6993	7.7866E-28
000.7003	7.9010E-28
000.7013	8.0170E-28
000.7022	8.1300E-28
000.7032	8.2375E-28
000.7042	8.3585E-28
000.7052	8.4753E-28
000.7062	8.5926E-28
000.7072	8.7014E-28
000.7082	8.8164E-28
000.7092	8.9212E-28
000.7102	9.0409E-28
000.7112	9.1488E-28
000.7123	9.2475E-28
000.7133	9.3565E-28
000.7143	9.4620E-28
000.7153	9.5478E-28
000.7163	9.4328E-28
000.7174	9.5461E-28
000.7184	9.7124E-28
000.7194	9.8635E-28
000.7205	9.9447E-28
000.7215	1.0074E-27
000.7225	1.0173E-27
000.7236	1.0240E-27
000.7246	1.0310E-27
000.7257	1.0378E-27
000.7267	1.0439E-27
000.7278	1.0525E-27
000.7289	1.0592E-27
000.7299	1.0573E-27
000.7310	1.0607E-27
000.7321	1.0662E-27
000.7331	1.0678E-27
000.7342	1.0719E-27
000.7353	1.0693E-27
000.7364	1.0666E-27
000.7375	1.0674E-27
000.7386	1.0625E-27
000.7396	1.0577E-27
000.7407	1.0494E-27
000.7418	1.0413E-27
000.7429	1.0320E-27
000.7440	1.0165E-27
000.7452	1.0040E-27
000.7463	9.8503E-28
000.7474	9.6611E-28
000.7485	9.4180E-28
000.7496	9.1778E-28
000.7508	8.8854E-28
000.7519	8.5790E-28
000.7530	8.2353E-28
000.7541	7.8661E-28
000.7553	7.4648E-28
000.7564	7.0369E-28
000.7576	6.5824E-28
000.7587	6.1002E-28
000.7599	5.5910E-28
000.7610	5.0542E-28
000.7622	4.4864E-28
000.7634	3.8871E-28
000.7645	3.2704E-28
000.7657	2.6445E-28
000.7669	2.4674E-28
000.7680	3.0339E-28
000.7692	2.8094E-28
000.7704	2.7807E-28
000.7716	3.7694E-28
000.7728	4.7090E-28
000.7740	5.6069E-28
000.7752	6.4778E-28
000.7764	7.3366E-28
000.7776	8.1914E-28
000.7788	9.0447E-28
000.7800	9.8976E-28
000.7813	1.0749E-27
000.7825	1.1597E-27
000.7837	1.2438E-27
000.7849	1.3277E-27
000.7862	1.4099E-27
000.7874	1.4920E-27
000.7886	1.5731E-27
000.7899	1.6527E-27
000.7911	1.7321E-27
000.7924	1.8098E-27
000.7937	1.8868E-27
000.7949	1.9634E-27
000.7962	2.0375E-27
000.7974	2.1110E-27
000.7987	2.1844E-27
000.8000	2.2573E-27
000.8013	2.3705E-27
000.8026	2.5139E-27
000.8039	2.6211E-27
000.8052	2.7012E-27
000.8065	2.7753E-27
000.8078	2.8496E-27
000.8091	2.9045E-27
000.8104	2.9663E-27
000.8117	3.0396E-27
000.8130	3.0996E-27
000.8143	3.1900E-27
000.8157	3.2860E-27
000.8170	3.3658E-27
000.8183	3.2776E-27
000.8197	3.2763E-27
000.8210	3.6218E-27
000.8224	3.6824E-27
000.8237	3.7138E-27
000.8251	3.8778E-27
000.8264	3.9490E-27
000.8278	4.0324E-27
000.8292	4.0831E-27
000.8306	4.1854E-27
000.8319	4.2662E-27
000.8333	4.3730E-27
000.8347	4.4523E-27
000.8361	4.5028E-27
000.8375	4.6110E-27
000.8389	4.7131E-27
000.8403	4.7790E-27
000.8418	4.8674E-27
000.8432	4.9749E-27
000.8446	5.0652E-27
000.8460	5.1420E-27
000.8475	5.2514E-27
000.8489	5.3379E-27
000.8503	5.4346E-27
000.8518	5.5513E-27
000.8532	5.6371E-27
